season,date,home_team,away_team,home_score,away_score,result,odds_1,odds_x,odds_2
2019-2020,2020-03-14,Budapest Honvéd FC,Kisvárda FC,1.0,5.0,A,1.99,3.11,3.89
2019-2020,2020-03-14,Mezőkövesd Zsóry FC,Puskás Akadémia FC,0.0,0.0,D,2.19,3.18,3.21
2019-2020,2020-03-14,Újpest FC,Paksi FC,1.0,1.0,D,2.09,3.2,3.41
2019-2020,2020-03-07,Zalaegerszegi TE FC,Ferencvárosi TC,1.0,1.0,D,4.11,3.79,1.71
2019-2020,2020-03-07,Debreceni VSC,Kisvárda FC,1.0,0.0,H,1.88,3.55,3.57
2019-2020,2020-03-07,Diósgyőri VTK,Újpest FC,2.0,1.0,H,2.2,3.39,2.92
2019-2020,2020-03-07,Paksi FC,Budapest Honvéd FC,0.0,0.0,D,2.62,3.18,2.54
2019-2020,2020-03-07,Kaposvári Rákóczi FC,Mezőkövesd Zsóry FC,0.0,4.0,A,5.34,4.03,1.53
2019-2020,2020-03-07,Puskás Akadémia FC,Fehérvár FC,1.0,4.0,A,2.65,3.28,2.43
2019-2020,2020-02-29,Ferencvárosi TC,Debreceni VSC,2.0,0.0,H,1.32,4.92,8.3
2019-2020,2020-02-29,Budapest Honvéd FC,Diósgyőri VTK,0.0,4.0,A,1.85,3.47,3.91
2019-2020,2020-02-29,Fehérvár FC,Kaposvári Rákóczi FC,3.0,0.0,H,1.22,5.71,10.96
2019-2020,2020-02-29,Kisvárda FC,Paksi FC,2.0,0.0,H,2.23,3.26,3.08
2019-2020,2020-02-29,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,1.0,2.0,A,1.67,3.72,4.7
2019-2020,2020-02-29,Újpest FC,Puskás Akadémia FC,2.0,3.0,A,2.6,3.16,2.62
2019-2020,2020-02-22,Mezőkövesd Zsóry FC,Ferencvárosi TC,3.0,0.0,H,3.41,3.4,1.98
2019-2020,2020-02-22,Paksi FC,Debreceni VSC,4.0,2.0,H,2.61,3.32,2.43
2019-2020,2020-02-22,Kisvárda FC,Diósgyőri VTK,2.0,2.0,D,2.14,3.5,2.95
2019-2020,2020-02-22,Budapest Honvéd FC,Puskás Akadémia FC,1.0,1.0,D,2.35,3.29,2.78
2019-2020,2020-02-22,Kaposvári Rákóczi FC,Újpest FC,0.0,1.0,A,4.27,3.68,1.73
2019-2020,2020-02-22,Fehérvár FC,Zalaegerszegi TE FC,4.0,1.0,H,1.55,4.0,5.1
2019-2020,2020-02-15,Ferencvárosi TC,Fehérvár FC,1.0,0.0,H,1.73,3.58,4.28
2019-2020,2020-02-15,Debreceni VSC,Mezőkövesd Zsóry FC,1.0,3.0,A,2.33,3.29,2.78
2019-2020,2020-02-15,Diósgyőri VTK,Paksi FC,2.0,0.0,H,1.91,3.31,3.83
2019-2020,2020-02-15,Kaposvári Rákóczi FC,Budapest Honvéd FC,0.0,1.0,A,4.76,3.89,1.61
2019-2020,2020-02-15,Puskás Akadémia FC,Kisvárda FC,3.0,1.0,H,1.57,3.88,5.07
2019-2020,2020-02-15,Zalaegerszegi TE FC,Újpest FC,2.0,1.0,H,2.64,3.29,2.45
2019-2020,2020-02-08,Diósgyőri VTK,Debreceni VSC,1.0,2.0,A,2.46,3.31,2.61
2019-2020,2020-02-08,Budapest Honvéd FC,Zalaegerszegi TE FC,2.0,0.0,H,1.78,3.63,3.98
2019-2020,2020-02-08,Kisvárda FC,Kaposvári Rákóczi FC,5.0,3.0,H,1.58,3.78,5.25
2019-2020,2020-02-08,Fehérvár FC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.81,3.4,4.18
2019-2020,2020-02-08,Paksi FC,Puskás Akadémia FC,0.0,2.0,A,2.93,3.14,2.36
2019-2020,2020-02-05,Ferencvárosi TC,Budapest Honvéd FC,0.0,0.0,D,1.52,3.74,6.27
2019-2020,2020-02-05,Debreceni VSC,Fehérvár FC,1.0,1.0,D,3.0,3.24,2.26
2019-2020,2020-02-05,Puskás Akadémia FC,Diósgyőri VTK,2.0,2.0,D,1.71,3.52,4.59
2019-2020,2020-02-05,Kaposvári Rákóczi FC,Paksi FC,0.0,3.0,A,3.17,3.25,2.14
2019-2020,2020-02-05,Zalaegerszegi TE FC,Kisvárda FC,1.0,1.0,D,1.91,3.37,3.75
2019-2020,2020-02-04,Mezőkövesd Zsóry FC,Újpest FC,2.0,2.0,D,2.08,3.03,3.58
2019-2020,2020-02-01,Újpest FC,Fehérvár FC,0.0,1.0,A,2.83,3.17,2.36
2019-2020,2020-02-01,Puskás Akadémia FC,Debreceni VSC,0.0,0.0,D,2.0,3.52,3.28
2019-2020,2020-02-01,Diósgyőri VTK,Kaposvári Rákóczi FC,2.0,0.0,H,1.52,3.96,5.67
2019-2020,2020-02-01,Kisvárda FC,Ferencvárosi TC,1.0,2.0,A,5.38,3.83,1.55
2019-2020,2020-02-01,Budapest Honvéd FC,Mezőkövesd Zsóry FC,1.0,2.0,A,2.37,3.1,2.91
2019-2020,2020-02-01,Paksi FC,Zalaegerszegi TE FC,2.0,0.0,H,2.36,3.35,2.7
2019-2020,2020-01-25,Debreceni VSC,Újpest FC,4.0,0.0,H,2.77,3.33,2.34
2019-2020,2020-01-25,Fehérvár FC,Budapest Honvéd FC,0.0,0.0,D,1.71,3.68,4.35
2019-2020,2020-01-25,Kaposvári Rákóczi FC,Puskás Akadémia FC,1.0,1.0,D,4.46,3.87,1.63
2019-2020,2020-01-25,Zalaegerszegi TE FC,Diósgyőri VTK,1.0,3.0,A,1.71,3.67,4.27
2019-2020,2020-01-25,Mezőkövesd Zsóry FC,Kisvárda FC,1.0,0.0,H,1.73,3.51,4.33
2019-2020,2020-01-25,Ferencvárosi TC,Paksi FC,4.0,0.0,H,1.35,4.54,7.66
2019-2020,2019-12-15,Diósgyőri VTK,Ferencvárosi TC,0.0,1.0,A,4.63,3.89,1.61
2019-2020,2019-12-14,Budapest Honvéd FC,Újpest FC,0.0,0.0,D,2.46,3.03,2.82
2019-2020,2019-12-14,Kaposvári Rákóczi FC,Debreceni VSC,4.0,1.0,H,3.79,3.7,1.82
2019-2020,2019-12-14,Kisvárda FC,Fehérvár FC,0.0,2.0,A,3.56,3.39,1.93
2019-2020,2019-12-14,Paksi FC,Mezőkövesd Zsóry FC,1.0,0.0,H,2.56,3.18,2.59
2019-2020,2019-12-14,Puskás Akadémia FC,Zalaegerszegi TE FC,0.0,1.0,A,1.86,3.66,3.61
2019-2020,2019-12-08,Ferencvárosi TC,Puskás Akadémia FC,2.0,2.0,D,1.54,3.92,5.53
2019-2020,2019-12-07,Debreceni VSC,Budapest Honvéd FC,1.0,1.0,D,2.6,3.26,2.49
2019-2020,2019-12-07,Zalaegerszegi TE FC,Kaposvári Rákóczi FC,2.0,0.0,H,1.43,4.55,5.85
2019-2020,2019-12-07,Újpest FC,Kisvárda FC,1.0,0.0,H,1.62,3.68,4.95
2019-2020,2019-12-07,Fehérvár FC,Paksi FC,0.0,2.0,A,1.56,3.95,5.24
2019-2020,2019-12-07,Mezőkövesd Zsóry FC,Diósgyőri VTK,0.0,1.0,A,1.7,3.56,4.52
2019-2020,2019-12-01,Kaposvári Rákóczi FC,Ferencvárosi TC,2.0,3.0,A,7.98,5.1,1.29
2019-2020,2019-11-30,Diósgyőri VTK,Fehérvár FC,1.0,3.0,A,3.88,3.57,1.81
2019-2020,2019-11-30,Kisvárda FC,Budapest Honvéd FC,2.0,0.0,H,3.14,3.35,2.14
2019-2020,2019-11-30,Puskás Akadémia FC,Mezőkövesd Zsóry FC,1.0,1.0,D,1.87,3.54,3.71
2019-2020,2019-11-30,Paksi FC,Újpest FC,2.0,4.0,A,3.2,3.29,2.1
2019-2020,2019-11-30,Zalaegerszegi TE FC,Debreceni VSC,0.0,2.0,A,2.07,3.44,3.2
2019-2020,2019-11-24,Ferencvárosi TC,Zalaegerszegi TE FC,3.0,2.0,H,1.37,4.8,7.14
2019-2020,2019-11-23,Újpest FC,Diósgyőri VTK,0.0,2.0,A,1.57,3.84,5.45
2019-2020,2019-11-23,Kisvárda FC,Debreceni VSC,1.0,0.0,H,2.63,3.44,2.44
2019-2020,2019-11-23,Budapest Honvéd FC,Paksi FC,2.0,1.0,H,1.7,3.49,4.79
2019-2020,2019-11-23,Mezőkövesd Zsóry FC,Kaposvári Rákóczi FC,2.0,0.0,H,1.42,4.41,6.56
2019-2020,2019-11-23,Fehérvár FC,Puskás Akadémia FC,1.0,3.0,A,1.73,3.75,4.24
2019-2020,2019-11-10,Debreceni VSC,Ferencvárosi TC,1.0,6.0,A,3.09,3.47,2.13
2019-2020,2019-11-09,Budapest Honvéd FC,Diósgyőri VTK,1.0,0.0,H,1.59,3.91,4.85
2019-2020,2019-11-09,Kaposvári Rákóczi FC,Fehérvár FC,0.0,2.0,A,6.84,4.77,1.37
2019-2020,2019-11-09,Paksi FC,Kisvárda FC,1.0,1.0,D,2.23,3.24,3.02
2019-2020,2019-11-09,Zalaegerszegi TE FC,Mezőkövesd Zsóry FC,1.0,1.0,D,2.32,3.46,2.7
2019-2020,2019-11-09,Puskás Akadémia FC,Újpest FC,1.0,3.0,A,2.43,3.05,2.86
2019-2020,2019-11-02,Debreceni VSC,Paksi FC,3.0,1.0,H,1.79,3.56,4.02
2019-2020,2019-11-02,Diósgyőri VTK,Kisvárda FC,3.0,1.0,H,2.09,3.39,3.14
2019-2020,2019-11-02,Ferencvárosi TC,Mezőkövesd Zsóry FC,1.0,1.0,D,1.54,4.05,5.24
2019-2020,2019-11-02,Kaposvári Rákóczi FC,Újpest FC,2.0,3.0,A,6.18,4.08,1.45
2019-2020,2019-11-02,Zalaegerszegi TE FC,Fehérvár FC,3.0,3.0,D,3.49,3.72,1.87
2019-2020,2019-11-02,Puskás Akadémia FC,Budapest Honvéd FC,1.0,2.0,A,2.26,3.32,2.91
2019-2020,2019-10-27,Fehérvár FC,Ferencvárosi TC,1.0,2.0,A,2.34,3.24,2.91
2019-2020,2019-10-26,Paksi FC,Diósgyőri VTK,1.0,2.0,A,2.13,3.34,3.27
2019-2020,2019-10-26,Budapest Honvéd FC,Kaposvári Rákóczi FC,2.0,0.0,H,1.34,4.99,7.91
2019-2020,2019-10-26,Kisvárda FC,Puskás Akadémia FC,0.0,1.0,A,2.94,3.38,2.28
2019-2020,2019-10-26,Újpest FC,Zalaegerszegi TE FC,0.0,0.0,D,1.73,3.71,4.46
2019-2020,2019-10-26,Mezőkövesd Zsóry FC,Debreceni VSC,3.0,1.0,H,2.3,3.32,2.94
2019-2020,2019-10-19,Debreceni VSC,Diósgyőri VTK,2.0,1.0,H,1.72,3.75,4.18
2019-2020,2019-10-19,Zalaegerszegi TE FC,Budapest Honvéd FC,0.0,1.0,A,3.14,3.57,2.02
2019-2020,2019-10-19,Kaposvári Rákóczi FC,Kisvárda FC,0.0,2.0,A,2.94,3.48,2.15
2019-2020,2019-10-19,Puskás Akadémia FC,Paksi FC,4.0,2.0,H,1.71,3.79,4.3
2019-2020,2019-10-19,Mezőkövesd Zsóry FC,Fehérvár FC,0.0,0.0,D,3.21,3.3,2.1
2019-2020,2019-10-06,Budapest Honvéd FC,Ferencvárosi TC,0.0,0.0,D,3.33,3.35,2.06
2019-2020,2019-10-05,Fehérvár FC,Debreceni VSC,2.0,1.0,H,1.72,3.73,4.29
2019-2020,2019-10-05,Diósgyőri VTK,Puskás Akadémia FC,1.0,1.0,D,2.98,3.18,2.31
2019-2020,2019-10-05,Paksi FC,Kaposvári Rákóczi FC,2.0,1.0,H,1.64,3.89,4.73
2019-2020,2019-10-05,Kisvárda FC,Zalaegerszegi TE FC,3.0,3.0,D,2.46,3.37,2.63
2019-2020,2019-10-05,Újpest FC,Mezőkövesd Zsóry FC,1.0,2.0,A,2.02,3.12,3.81
2019-2020,2019-09-28,Fehérvár FC,Újpest FC,0.0,2.0,A,1.82,3.37,4.28
2019-2020,2019-09-28,Debreceni VSC,Puskás Akadémia FC,1.0,2.0,A,2.4,3.47,2.66
2019-2020,2019-09-28,Kaposvári Rákóczi FC,Diósgyőri VTK,2.0,0.0,H,3.34,3.41,2.05
2019-2020,2019-09-28,Zalaegerszegi TE FC,Paksi FC,3.0,1.0,H,1.97,3.44,3.49
2019-2020,2019-09-22,Zalaegerszegi TE FC,Ferencvárosi TC,1.0,2.0,A,3.98,3.98,1.7
2019-2020,2019-09-14,Paksi FC,Ferencvárosi TC,0.0,4.0,A,4.2,3.45,1.77
2019-2020,2019-09-14,Újpest FC,Debreceni VSC,3.0,2.0,H,2.08,3.28,3.31
2019-2020,2019-09-14,Diósgyőri VTK,Zalaegerszegi TE FC,1.0,0.0,H,2.73,3.34,2.39
2019-2020,2019-09-14,Budapest Honvéd FC,Fehérvár FC,0.0,1.0,A,3.38,3.31,2.03
2019-2020,2019-09-14,Puskás Akadémia FC,Kaposvári Rákóczi FC,2.0,0.0,H,1.26,5.21,9.41
2019-2020,2019-09-14,Kisvárda FC,Mezőkövesd Zsóry FC,1.0,2.0,A,2.61,3.14,2.55
2019-2020,2019-09-01,Ferencvárosi TC,Diósgyőri VTK,1.0,0.0,H,1.28,5.18,8.49
2019-2020,2019-08-31,Debreceni VSC,Kaposvári Rákóczi FC,0.0,1.0,A,1.32,4.98,7.58
2019-2020,2019-08-31,Újpest FC,Budapest Honvéd FC,2.0,3.0,A,2.17,3.17,3.26
2019-2020,2019-08-31,Fehérvár FC,Kisvárda FC,3.0,0.0,H,1.5,4.14,5.51
2019-2020,2019-08-31,Zalaegerszegi TE FC,Puskás Akadémia FC,1.0,1.0,D,2.4,3.41,2.64
2019-2020,2019-08-25,Puskás Akadémia FC,Ferencvárosi TC,4.0,1.0,H,3.59,3.26,2.0
2019-2020,2019-08-24,Budapest Honvéd FC,Debreceni VSC,2.0,3.0,A,2.0,3.42,3.42
2019-2020,2019-08-24,Diósgyőri VTK,Mezőkövesd Zsóry FC,0.0,3.0,A,2.77,3.07,2.5
2019-2020,2019-08-24,Kaposvári Rákóczi FC,Zalaegerszegi TE FC,0.0,4.0,A,3.74,3.59,1.87
2019-2020,2019-08-24,Kisvárda FC,Újpest FC,2.0,0.0,H,2.95,3.21,2.3
2019-2020,2019-08-24,Paksi FC,Fehérvár FC,0.0,2.0,A,3.14,3.16,2.19
2019-2020,2019-08-17,Fehérvár FC,Diósgyőri VTK,5.0,1.0,H,1.44,4.2,6.26
2019-2020,2019-08-17,Ferencvárosi TC,Kaposvári Rákóczi FC,1.0,0.0,H,1.2,6.07,11.59
2019-2020,2019-08-17,Budapest Honvéd FC,Kisvárda FC,1.0,3.0,A,1.61,3.72,5.21
2019-2020,2019-08-17,Mezőkövesd Zsóry FC,Puskás Akadémia FC,1.0,0.0,H,2.44,3.22,2.71
2019-2020,2019-08-17,Debreceni VSC,Zalaegerszegi TE FC,3.0,2.0,H,1.77,3.58,4.23
2019-2020,2019-08-11,Debreceni VSC,Kisvárda FC,4.0,1.0,H,1.88,3.4,3.78
2019-2020,2019-08-11,Paksi FC,Budapest Honvéd FC,3.0,1.0,H,2.71,3.15,2.49
2019-2020,2019-08-11,Puskás Akadémia FC,Fehérvár FC,0.0,2.0,A,3.32,3.33,2.05
2019-2020,2019-08-10,Diósgyőri VTK,Újpest FC,1.0,2.0,A,2.99,3.12,2.31
2019-2020,2019-08-10,Kaposvári Rákóczi FC,Mezőkövesd Zsóry FC,1.0,2.0,A,2.73,3.14,2.46
2019-2020,2019-08-04,Diósgyőri VTK,Budapest Honvéd FC,2.0,1.0,H,2.72,3.19,2.44
2019-2020,2019-08-04,Fehérvár FC,Kaposvári Rákóczi FC,4.0,2.0,H,1.22,5.72,10.38
2019-2020,2019-08-03,Kisvárda FC,Paksi FC,1.0,0.0,H,2.17,3.17,3.19
2019-2020,2019-08-03,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,1.0,0.0,H,2.04,3.38,3.3
2019-2020,2019-08-03,Újpest FC,Puskás Akadémia FC,1.0,3.0,A,2.03,3.32,3.4
2018-2019,2019-05-19,Debreceni VSC,Paksi FC,4.0,1.0,H,1.33,4.6,9.02
2018-2019,2019-05-19,Diósgyőri VTK,Újpest FC,3.0,0.0,H,2.86,3.3,2.33
2018-2019,2019-05-19,Puskás Akadémia FC,Ferencvárosi TC,1.0,1.0,D,3.72,3.69,1.85
2018-2019,2019-05-19,Szombathelyi Haladás,Fehérvár FC,1.0,1.0,D,3.93,3.68,1.81
2018-2019,2019-05-19,MTK Budapest,Budapest Honvéd FC,1.0,4.0,A,2.39,3.53,2.64
2018-2019,2019-05-19,Kisvárda FC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.44,4.32,6.42
2018-2019,2019-05-11,Ferencvárosi TC,Debreceni VSC,2.0,1.0,H,1.44,4.43,6.53
2018-2019,2019-05-11,Budapest Honvéd FC,Diósgyőri VTK,4.0,4.0,D,1.82,3.54,3.97
2018-2019,2019-05-11,Mezőkövesd Zsóry FC,Szombathelyi Haladás,1.0,0.0,H,3.04,3.53,2.13
2018-2019,2019-05-11,Paksi FC,Kisvárda FC,1.0,0.0,H,2.62,3.12,2.67
2018-2019,2019-05-11,Fehérvár FC,MTK Budapest,4.0,2.0,H,1.76,3.82,3.97
2018-2019,2019-05-11,Újpest FC,Puskás Akadémia FC,0.0,1.0,A,1.77,3.5,4.38
2018-2019,2019-05-04,Ferencvárosi TC,Újpest FC,2.0,1.0,H,1.72,3.64,4.6
2018-2019,2019-05-04,Debreceni VSC,Kisvárda FC,1.0,3.0,A,2.03,3.39,3.37
2018-2019,2019-05-04,Diósgyőri VTK,Fehérvár FC,2.0,1.0,H,2.67,3.28,2.51
2018-2019,2019-05-04,Szombathelyi Haladás,Paksi FC,1.0,1.0,D,1.92,3.31,3.86
2018-2019,2019-05-04,Puskás Akadémia FC,Budapest Honvéd FC,2.0,2.0,D,2.36,3.14,2.96
2018-2019,2019-05-04,MTK Budapest,Mezőkövesd Zsóry FC,0.0,1.0,A,2.01,3.35,3.5
2018-2019,2019-04-27,Budapest Honvéd FC,Ferencvárosi TC,3.0,2.0,H,4.28,3.59,1.76
2018-2019,2019-04-27,Újpest FC,Debreceni VSC,1.0,1.0,D,1.83,3.32,4.23
2018-2019,2019-04-27,Mezőkövesd Zsóry FC,Diósgyőri VTK,3.0,0.0,H,2.38,3.2,2.89
2018-2019,2019-04-27,Kisvárda FC,Szombathelyi Haladás,1.0,2.0,A,2.48,3.11,2.79
2018-2019,2019-04-27,Paksi FC,MTK Budapest,1.0,0.0,H,2.02,3.33,3.51
2018-2019,2019-04-27,Fehérvár FC,Puskás Akadémia FC,1.0,1.0,D,1.73,3.63,4.4
2018-2019,2019-04-20,Ferencvárosi TC,Fehérvár FC,4.0,1.0,H,1.64,3.89,4.77
2018-2019,2019-04-20,Debreceni VSC,Szombathelyi Haladás,2.0,1.0,H,2.07,3.35,3.42
2018-2019,2019-04-20,Diósgyőri VTK,Paksi FC,1.0,0.0,H,2.01,3.29,3.63
2018-2019,2019-04-20,Újpest FC,Budapest Honvéd FC,0.0,0.0,D,1.77,3.46,4.53
2018-2019,2019-04-20,MTK Budapest,Kisvárda FC,0.0,1.0,A,2.05,3.34,3.48
2018-2019,2019-04-20,Puskás Akadémia FC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.96,3.32,3.83
2018-2019,2019-04-13,Fehérvár FC,Újpest FC,2.0,1.0,H,1.99,3.17,3.94
2018-2019,2019-04-13,Budapest Honvéd FC,Debreceni VSC,1.0,1.0,D,2.07,3.33,3.45
2018-2019,2019-04-13,Kisvárda FC,Diósgyőri VTK,1.0,1.0,D,2.04,3.24,3.58
2018-2019,2019-04-13,Mezőkövesd Zsóry FC,Ferencvárosi TC,1.0,2.0,A,5.16,3.77,1.63
2018-2019,2019-04-13,Szombathelyi Haladás,MTK Budapest,1.0,0.0,H,1.78,3.55,4.38
2018-2019,2019-04-13,Paksi FC,Puskás Akadémia FC,0.0,0.0,D,2.29,3.2,3.07
2018-2019,2019-04-06,Budapest Honvéd FC,Fehérvár FC,0.0,1.0,A,3.13,3.27,2.18
2018-2019,2019-04-06,Debreceni VSC,MTK Budapest,3.0,1.0,H,1.97,3.44,3.52
2018-2019,2019-04-06,Diósgyőri VTK,Szombathelyi Haladás,0.0,1.0,A,2.21,3.36,3.08
2018-2019,2019-04-06,Ferencvárosi TC,Paksi FC,3.0,0.0,H,1.32,4.87,8.96
2018-2019,2019-04-06,Puskás Akadémia FC,Kisvárda FC,0.0,4.0,A,1.9,3.36,3.94
2018-2019,2019-04-06,Újpest FC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.63,3.64,5.51
2018-2019,2019-03-30,Fehérvár FC,Debreceni VSC,2.0,1.0,H,1.66,3.53,5.18
2018-2019,2019-03-30,MTK Budapest,Diósgyőri VTK,2.0,1.0,H,1.8,3.58,4.22
2018-2019,2019-03-30,Kisvárda FC,Ferencvárosi TC,0.0,1.0,A,5.79,4.04,1.53
2018-2019,2019-03-30,Szombathelyi Haladás,Puskás Akadémia FC,3.0,0.0,H,2.99,3.46,2.2
2018-2019,2019-03-30,Paksi FC,Újpest FC,0.0,2.0,A,3.12,3.21,2.26
2018-2019,2019-03-30,Mezőkövesd Zsóry FC,Budapest Honvéd FC,3.0,1.0,H,2.23,3.19,3.21
2018-2019,2019-03-16,Debreceni VSC,Diósgyőri VTK,1.0,0.0,H,1.54,3.92,5.63
2018-2019,2019-03-16,Puskás Akadémia FC,MTK Budapest,3.0,2.0,H,2.34,3.16,2.94
2018-2019,2019-03-16,Ferencvárosi TC,Szombathelyi Haladás,2.0,0.0,H,1.18,6.56,12.2
2018-2019,2019-03-16,Budapest Honvéd FC,Paksi FC,3.0,0.0,H,2.01,3.14,3.74
2018-2019,2019-03-16,Újpest FC,Kisvárda FC,1.0,0.0,H,1.58,3.64,5.85
2018-2019,2019-03-16,Fehérvár FC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.58,3.68,5.6
2018-2019,2019-03-09,MTK Budapest,Ferencvárosi TC,1.0,3.0,A,4.87,4.07,1.61
2018-2019,2019-03-09,Debreceni VSC,Mezőkövesd Zsóry FC,1.0,0.0,H,1.87,3.44,4.11
2018-2019,2019-03-09,Diósgyőri VTK,Puskás Akadémia FC,1.0,0.0,H,2.91,3.16,2.4
2018-2019,2019-03-09,Szombathelyi Haladás,Újpest FC,3.0,2.0,H,3.51,3.25,2.05
2018-2019,2019-03-09,Kisvárda FC,Budapest Honvéd FC,1.0,1.0,D,2.73,3.19,2.53
2018-2019,2019-03-09,Paksi FC,Fehérvár FC,2.0,2.0,D,3.97,3.27,1.93
2018-2019,2019-03-02,Ferencvárosi TC,Diósgyőri VTK,7.0,0.0,H,1.21,6.02,11.66
2018-2019,2019-03-02,Puskás Akadémia FC,Debreceni VSC,2.0,0.0,H,2.26,3.18,3.17
2018-2019,2019-03-02,Budapest Honvéd FC,Szombathelyi Haladás,1.0,3.0,A,1.71,3.57,4.76
2018-2019,2019-03-02,Fehérvár FC,Kisvárda FC,2.0,1.0,H,1.45,3.91,7.23
2018-2019,2019-03-02,Mezőkövesd Zsóry FC,Paksi FC,2.0,0.0,H,2.11,3.13,3.54
2018-2019,2019-03-02,Újpest FC,MTK Budapest,0.0,0.0,D,1.84,3.4,4.17
2018-2019,2019-02-23,Budapest Honvéd FC,MTK Budapest,2.0,1.0,H,2.21,3.24,3.2
2018-2019,2019-02-23,Paksi FC,Debreceni VSC,2.0,1.0,H,2.91,3.2,2.4
2018-2019,2019-02-23,Újpest FC,Diósgyőri VTK,5.0,0.0,H,1.51,3.97,6.25
2018-2019,2019-02-23,Ferencvárosi TC,Puskás Akadémia FC,4.0,0.0,H,1.4,4.4,7.64
2018-2019,2019-02-23,Fehérvár FC,Szombathelyi Haladás,1.0,0.0,H,1.28,5.14,10.0
2018-2019,2019-02-23,Mezőkövesd Zsóry FC,Kisvárda FC,2.0,2.0,D,1.84,3.27,4.46
2018-2019,2019-02-16,MTK Budapest,Fehérvár FC,1.0,3.0,A,3.01,3.42,2.22
2018-2019,2019-02-16,Diósgyőri VTK,Budapest Honvéd FC,2.0,1.0,H,2.74,3.07,2.57
2018-2019,2019-02-16,Szombathelyi Haladás,Mezőkövesd Zsóry FC,1.0,2.0,A,2.75,2.98,2.61
2018-2019,2019-02-16,Kisvárda FC,Paksi FC,0.0,0.0,D,2.6,2.78,2.97
2018-2019,2019-02-16,Puskás Akadémia FC,Újpest FC,0.0,1.0,A,3.36,3.01,2.22
2018-2019,2019-02-16,Debreceni VSC,Ferencvárosi TC,2.0,1.0,H,4.55,3.76,1.68
2018-2019,2019-02-09,Újpest FC,Ferencvárosi TC,1.0,1.0,D,3.66,3.09,2.09
2018-2019,2019-02-09,Kisvárda FC,Debreceni VSC,3.0,0.0,H,4.31,3.46,1.81
2018-2019,2019-02-09,Fehérvár FC,Diósgyőri VTK,1.0,2.0,A,1.29,5.1,10.13
2018-2019,2019-02-09,Paksi FC,Szombathelyi Haladás,1.0,1.0,D,1.92,3.33,3.89
2018-2019,2019-02-09,Budapest Honvéd FC,Puskás Akadémia FC,2.0,1.0,H,1.95,3.31,3.86
2018-2019,2019-02-09,Mezőkövesd Zsóry FC,MTK Budapest,2.0,3.0,A,2.07,3.33,3.45
2018-2019,2019-02-02,Ferencvárosi TC,Budapest Honvéd FC,1.0,0.0,H,1.43,4.28,7.37
2018-2019,2019-02-02,Debreceni VSC,Újpest FC,0.0,0.0,D,2.66,3.07,2.69
2018-2019,2019-02-02,Diósgyőri VTK,Mezőkövesd Zsóry FC,1.0,1.0,D,2.94,3.05,2.5
2018-2019,2019-02-02,Szombathelyi Haladás,Kisvárda FC,0.0,1.0,A,1.98,3.35,3.7
2018-2019,2019-02-02,Fehérvár FC,Puskás Akadémia FC,0.0,3.0,A,1.44,4.17,7.35
2018-2019,2019-02-02,MTK Budapest,Paksi FC,1.0,2.0,A,1.76,3.59,4.49
2018-2019,2018-12-16,Fehérvár FC,Ferencvárosi TC,2.0,1.0,H,3.17,3.0,2.4
2018-2019,2018-12-15,Budapest Honvéd FC,Újpest FC,2.0,2.0,D,2.87,2.99,2.56
2018-2019,2018-12-15,Szombathelyi Haladás,Debreceni VSC,0.0,2.0,A,3.37,3.35,2.1
2018-2019,2018-12-15,Paksi FC,Diósgyőri VTK,1.0,2.0,A,1.93,3.35,3.91
2018-2019,2018-12-15,Kisvárda FC,MTK Budapest,1.0,0.0,H,3.84,3.54,1.91
2018-2019,2018-12-15,Puskás Akadémia FC,Mezőkövesd Zsóry FC,2.0,0.0,H,2.21,3.21,3.27
2018-2019,2018-12-08,Újpest FC,Fehérvár FC,2.0,0.0,H,2.59,3.06,2.81
2018-2019,2018-12-08,Debreceni VSC,Budapest Honvéd FC,2.0,0.0,H,2.3,3.24,3.06
2018-2019,2018-12-08,Ferencvárosi TC,Mezőkövesd Zsóry FC,3.0,2.0,H,1.24,5.68,11.39
2018-2019,2018-12-08,Puskás Akadémia FC,Paksi FC,1.0,1.0,D,2.02,3.3,3.67
2018-2019,2018-12-08,Diósgyőri VTK,Kisvárda FC,1.0,1.0,D,1.88,3.37,4.11
2018-2019,2018-12-08,MTK Budapest,Szombathelyi Haladás,4.0,0.0,H,1.63,3.8,5.14
2018-2019,2018-12-02,Fehérvár FC,Budapest Honvéd FC,2.0,0.0,H,1.86,3.35,4.24
2018-2019,2018-12-01,Paksi FC,Ferencvárosi TC,0.0,3.0,A,5.9,4.1,1.52
2018-2019,2018-12-01,MTK Budapest,Debreceni VSC,0.0,1.0,A,2.48,3.4,2.68
2018-2019,2018-12-01,Szombathelyi Haladás,Diósgyőri VTK,1.0,1.0,D,1.97,3.47,3.63
2018-2019,2018-12-01,Kisvárda FC,Puskás Akadémia FC,1.0,0.0,H,2.74,3.16,2.55
