Date,home_team,away_team,home_odds,away_odds
2024-11-03,Milwaukee Bucks,Cleveland Cavaliers,1.78,2.09
2024-11-03,San Antonio Spurs,Minnesota Timberwolves,2.42,1.59
2024-11-03,Philadelphia 76ers,Memphis Grizzlies,1.91,1.93
2024-11-03,Toronto Raptors,Sacramento Kings,4.12,1.25
2024-11-02,Charlotte Hornets,Boston Celtics,5.01,1.19
2024-11-02,Portland Trail Blazers,Oklahoma City Thunder,5.47,1.17
2024-11-02,Minnesota Timberwolves,Denver Nuggets,1.6,2.43
2024-11-02,New Orleans Pelicans,Indiana Pacers,2.54,1.54
2024-11-02,Atlanta Hawks,Sacramento Kings,2.95,1.43
2024-11-02,Brooklyn Nets,Chicago Bulls,1.84,2.01
2024-11-02,Toronto Raptors,Los Angeles Lakers,4.16,1.25
2024-11-02,Charlotte Hornets,Boston Celtics,4.95,1.19
2024-11-02,Cleveland Cavaliers,Orlando Magic,1.34,3.4
2024-11-02,Detroit Pistons,New York Knicks,3.12,1.38
2024-11-01,LA Clippers,Phoenix Suns,2.53,1.55
2024-11-01,Utah Jazz,San Antonio Spurs,2.17,1.74
2024-11-01,Dallas Mavericks,Houston Rockets,1.38,3.14
2024-11-01,Memphis Grizzlies,Milwaukee Bucks,2.99,1.42
2024-10-31,LA Clippers,Portland Trail Blazers,1.3,3.69
2024-10-31,Golden State Warriors,New Orleans Pelicans,1.62,2.37
2024-10-31,Oklahoma City Thunder,San Antonio Spurs,1.13,6.46
2024-10-31,Chicago Bulls,Orlando Magic,2.87,1.44
2024-10-31,Memphis Grizzlies,Brooklyn Nets,1.15,5.87
2024-10-31,Miami Heat,New York Knicks,2.06,1.8
2024-10-31,Charlotte Hornets,Toronto Raptors,1.42,2.99
2024-10-31,Cleveland Cavaliers,Los Angeles Lakers,1.59,2.43
2024-10-31,Indiana Pacers,Boston Celtics,3.21,1.37
2024-10-31,Philadelphia 76ers,Detroit Pistons,1.57,2.48
2024-10-31,Washington Wizards,Atlanta Hawks,2.73,1.49
2024-10-30,Golden State Warriors,New Orleans Pelicans,2.09,1.78
2024-10-30,Utah Jazz,Sacramento Kings,3.07,1.39
2024-10-30,Brooklyn Nets,Denver Nuggets,2.79,1.47
2024-10-30,Minnesota Timberwolves,Dallas Mavericks,1.56,2.5
2024-10-29,Phoenix Suns,Los Angeles Lakers,1.54,2.55
2024-10-29,Sacramento Kings,Portland Trail Blazers,1.12,6.6
2024-10-29,Dallas Mavericks,Utah Jazz,1.14,6.09
2024-10-29,Memphis Grizzlies,Chicago Bulls,1.48,2.74
2024-10-29,San Antonio Spurs,Houston Rockets,2.21,1.71
2024-10-29,Atlanta Hawks,Washington Wizards,1.33,3.43
2024-10-29,Boston Celtics,Milwaukee Bucks,1.25,4.1
2024-10-29,Miami Heat,Detroit Pistons,1.28,3.86
2024-10-29,New York Knicks,Cleveland Cavaliers,1.69,2.23
2024-10-29,Toronto Raptors,Denver Nuggets,3.91,1.27
2024-10-29,Orlando Magic,Indiana Pacers,1.48,2.76
2024-10-28,Golden State Warriors,LA Clippers,1.25,4.12
2024-10-28,Oklahoma City Thunder,Atlanta Hawks,1.19,4.97
2024-10-27,Brooklyn Nets,Milwaukee Bucks,3.93,1.27
2024-10-27,Portland Trail Blazers,New Orleans Pelicans,3.04,1.4
2024-10-27,Indiana Pacers,Philadelphia 76ers,1.3,3.7
2024-10-27,Los Angeles Lakers,Sacramento Kings,1.89,1.95
2024-10-27,Phoenix Suns,Dallas Mavericks,2.41,1.6
2024-10-27,San Antonio Spurs,Houston Rockets,2.03,1.81
2024-10-27,Chicago Bulls,Oklahoma City Thunder,,
2024-10-27,Memphis Grizzlies,Orlando Magic,,
2024-10-27,Minnesota Timberwolves,Toronto Raptors,,
2024-10-27,Charlotte Hornets,Miami Heat,2.95,1.41
2024-10-27,Detroit Pistons,Boston Celtics,6.82,1.11
2024-10-27,Washington Wizards,Cleveland Cavaliers,4.46,1.22
2024-10-26,Denver Nuggets,LA Clippers,1.31,3.61
2024-10-26,Los Angeles Lakers,Phoenix Suns,1.82,2.03
2024-10-26,Portland Trail Blazers,New Orleans Pelicans,3.08,1.39
2024-10-26,Utah Jazz,Golden State Warriors,3.09,1.39
2024-10-26,Houston Rockets,Memphis Grizzlies,1.59,2.44
2024-10-26,Milwaukee Bucks,Chicago Bulls,1.24,4.29
2024-10-26,Atlanta Hawks,Charlotte Hornets,1.44,2.85
2024-10-26,Cleveland Cavaliers,Detroit Pistons,1.18,5.04
2024-10-26,New York Knicks,Indiana Pacers,1.52,2.61
2024-10-26,Orlando Magic,Brooklyn Nets,1.16,5.51
2024-10-26,Toronto Raptors,Philadelphia 76ers,2.77,1.46
2024-10-25,Denver Nuggets,Oklahoma City Thunder,1.75,2.14
2024-10-25,Sacramento Kings,Minnesota Timberwolves,1.94,1.9
2024-10-25,Dallas Mavericks,San Antonio Spurs,1.27,3.96
2024-10-25,Washington Wizards,Boston Celtics,7.92,1.09
2024-10-24,LA Clippers,Phoenix Suns,2.67,1.5
2024-10-24,Portland Trail Blazers,Golden State Warriors,3.32,1.35
2024-10-24,Utah Jazz,Memphis Grizzlies,2.15,1.74
2024-10-24,Houston Rockets,Charlotte Hornets,1.3,3.65
2024-10-24,New Orleans Pelicans,Chicago Bulls,1.5,2.68
2024-10-24,Atlanta Hawks,Brooklyn Nets,1.35,3.33
2024-10-24,Miami Heat,Orlando Magic,1.78,2.09
2024-10-24,Philadelphia 76ers,Milwaukee Bucks,2.49,1.56
2024-10-24,Toronto Raptors,Cleveland Cavaliers,3.06,1.4
2024-10-24,Detroit Pistons,Indiana Pacers,2.86,1.44
2024-10-23,Los Angeles Lakers,Minnesota Timberwolves,1.95,1.88
2024-10-23,Boston Celtics,New York Knicks,1.42,2.98
2024-10-19,Golden State Warriors,Los Angeles Lakers,1.23,4.13
2024-10-19,Portland Trail Blazers,Utah Jazz,1.82,2.0
2024-10-19,Chicago Bulls,Cleveland Cavaliers,2.65,1.48
2024-10-19,Memphis Grizzlies,Miami Heat,1.25,3.89
2024-10-19,Brooklyn Nets,Toronto Raptors,1.77,2.06
2024-10-19,Orlando Magic,Philadelphia 76ers,1.33,3.35
2024-10-19,Washington Wizards,New York Knicks,4.78,1.19
2024-10-18,LA Clippers,Sacramento Kings,1.85,1.97
2024-10-18,Phoenix Suns,Los Angeles Lakers,1.37,3.09
2024-10-18,Houston Rockets,San Antonio Spurs,1.29,3.66
2024-10-18,Minnesota Timberwolves,Denver Nuggets,3.28,1.34
2024-10-18,Oklahoma City Thunder,Atlanta Hawks,1.31,3.56
2024-10-18,Dallas Mavericks,Milwaukee Bucks,1.46,2.8
2024-10-18,Indiana Pacers,Charlotte Hornets,1.48,2.72
2024-10-17,Chicago Bulls,Minnesota Timberwolves,2.61,1.5
2024-10-17,Miami Heat,Atlanta Hawks,2.53,1.53
2024-10-17,Detroit Pistons,Cleveland Cavaliers,2.6,1.5
2024-10-17,Philadelphia 76ers,Brooklyn Nets,2.0,1.82
2024-10-16,Los Angeles Lakers,Golden State Warriors,2.16,1.72
2024-10-16,Denver Nuggets,Oklahoma City Thunder,2.83,1.43
2024-10-16,Utah Jazz,Sacramento Kings,2.23,1.68
2024-10-16,Houston Rockets,New Orleans Pelicans,1.62,2.33
2024-10-16,Miami Heat,San Antonio Spurs,1.54,2.55
2024-10-16,New York Knicks,Charlotte Hornets,2.22,1.67
2024-10-16,Toronto Raptors,Boston Celtics,4.08,1.24
2024-10-15,LA Clippers,Dallas Mavericks,1.51,2.59
2024-10-15,Milwaukee Bucks,Chicago Bulls,1.43,2.86
2024-10-15,Atlanta Hawks,Philadelphia 76ers,1.8,2.02
2024-10-15,Brooklyn Nets,Washington Wizards,1.65,2.26
2024-10-15,Indiana Pacers,Memphis Grizzlies,1.5,2.62
2024-10-14,Denver Nuggets,Phoenix Suns,1.46,2.82
2024-10-14,Golden State Warriors,Detroit Pistons,1.82,2.0
2024-10-14,Boston Celtics,Toronto Raptors,1.98,1.84
2024-10-14,New York Knicks,Minnesota Timberwolves,1.66,2.26
2024-10-14,Sacramento Kings,Portland Trail Blazers,1.45,2.81
2024-10-13,Miami Heat,New Orleans Pelicans,1.74,2.13
2024-10-13,Boston Celtics,Philadelphia 76ers,1.3,3.57
2024-10-13,Chicago Bulls,Memphis Grizzlies,1.74,2.13
2024-10-13,San Antonio Spurs,Utah Jazz,1.74,2.13
2024-10-12,LA Clippers,Portland Trail Blazers,1.56,2.48
2024-10-12,Golden State Warriors,Sacramento Kings,2.04,1.8
2024-10-12,Phoenix Suns,Detroit Pistons,1.57,2.44
2024-10-12,Minnesota Timberwolves,Philadelphia 76ers,1.64,2.31
2024-10-12,Washington Wizards,Toronto Raptors,1.86,1.96
2024-10-11,Dallas Mavericks,Utah Jazz,1.49,2.63
2024-10-11,Memphis Grizzlies,Charlotte Hornets,1.54,2.5
2024-10-11,Milwaukee Bucks,Los Angeles Lakers,1.53,2.54
2024-10-11,Cleveland Cavaliers,Indiana Pacers,2.69,1.48
2024-10-10,Sacramento Kings,Golden State Warriors,1.58,2.38
2024-10-10,Oklahoma City Thunder,Houston Rockets,1.38,2.99
2024-10-10,San Antonio Spurs,Orlando Magic,1.91,1.87
2024-10-10,New York Knicks,Washington Wizards,1.26,3.77
2024-10-09,LA Clippers,Brooklyn Nets,1.47,2.72
2024-10-09,Atlanta Hawks,Indiana Pacers,2.04,1.78
2024-10-09,Charlotte Hornets,Miami Heat,1.78,2.05
2024-10-09,Cleveland Cavaliers,Chicago Bulls,1.54,2.5
2024-10-09,Detroit Pistons,Phoenix Suns,1.6,2.36
2024-10-08,Utah Jazz,Houston Rockets,2.51,1.53
2024-10-08,Dallas Mavericks,Memphis Grizzlies,3.35,1.32
2024-10-08,San Antonio Spurs,Oklahoma City Thunder,2.43,1.56
2024-10-07,New Orleans Pelicans,Orlando Magic,1.92,1.89
2024-10-07,Los Angeles Lakers,Phoenix Suns,1.62,2.32
2024-10-07,Detroit Pistons,Milwaukee Bucks,1.61,2.33
2024-10-07,Toronto Raptors,Washington Wizards,2.25,1.65
2024-10-06,Charlotte Hornets,New York Knicks,2.33,1.62
2024-10-06,Boston Celtics,Denver Nuggets,1.7,2.17
2024-10-06,LA Clippers,Golden State Warriors,2.73,1.45
2024-10-05,Los Angeles Lakers,Minnesota Timberwolves,2.43,1.56
2024-10-04,Denver Nuggets,Boston Celtics,2.0,1.8
