Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
181,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,16,DVT vs NYI,false,true,false,false,true,2025-12-06,ff3drtp2ni18urlid9zqh4b8,amfs0dhjwsobm10en9twg0q,2271,2271,Nyíregyháza Spartacus,Diosgyor,DVT,0,2,Played,L 0-2,2560243,DVT vs NYI (2025-12-06)
187,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,16,UJP vs ZTE,true,false,false,false,true,2025-12-07,ggdhrlifyf5rq3nw6zpa9ixg,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Újpest,Zalaegerszeg,ZTE,0,2,Played,L 0-2,2560246,UJP vs ZTE (2025-12-07)
187,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,16,FTC vs KIS,true,false,true,false,false,2025-12-07,h5emn2fx8rutrt7vyoqjihw4,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Ferencváros,Kisvárda,KIS,3,0,Played,W 3-0,2560248,FTC vs KIS (2025-12-07)
187,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,16,UJP vs ZTE,false,true,true,false,false,2025-12-07,ggdhrlifyf5rq3nw6zpa9ixg,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Zalaegerszeg,Újpest,UJP,2,0,Played,W 2-0,2560246,UJP vs ZTE (2025-12-07)
187,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,16,FTC vs KIS,false,true,false,false,true,2025-12-07,h5emn2fx8rutrt7vyoqjihw4,b3o0wckz4w3fusytybpgxftgm,227,227,Kisvárda,Ferencváros,FTC,0,3,Played,L 0-3,2560248,FTC vs KIS (2025-12-07)
187,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,16,GYO vs KAZ,true,false,true,false,false,2025-12-07,frm0jy44g67wiafm1uetohzo,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Gyori ETO,Kazincbarcika,KAZ,3,1,Played,W 3-1,2560244,GYO vs KAZ (2025-12-07)
187,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,16,GYO vs KAZ,false,true,false,false,true,2025-12-07,frm0jy44g67wiafm1uetohzo,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Kazincbarcika,Gyori ETO,GYO,1,3,Played,L 1-3,2560244,GYO vs KAZ (2025-12-07)
193,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,17,MTK vs UJP,false,true,true,false,false,2025-12-13,hueukf1h8x8p8a2u6vn7fqc4,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Újpest,MTK,MTK,4,3,Played,W 4-3,2560250,MTK vs UJP (2025-12-13)
193,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,17,MTK vs UJP,true,false,false,false,true,2025-12-13,hueukf1h8x8p8a2u6vn7fqc4,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,MTK,Újpest,UJP,3,4,Played,L 3-4,2560250,MTK vs UJP (2025-12-13)
193,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,17,PUS vs DVT,true,false,true,false,false,2025-12-13,ixdadrn2593sei3bruj3l72s,amfs0dhjwsobm10en9twg0q,2271,2271,Puskás,Diosgyor,DVT,2,1,Played,W 2-1,2560253,PUS vs DVT (2025-12-13)
193,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,17,PUS vs DVT,false,true,false,false,true,2025-12-13,ixdadrn2593sei3bruj3l72s,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Diosgyor,Puskás,PUS,1,2,Played,L 1-2,2560253,PUS vs DVT (2025-12-13)
193,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,17,NYI vs GYO,true,false,false,false,true,2025-12-13,ikzzf4q4gt20fkz0jx72bjmc,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Nyíregyháza Spartacus,Gyori ETO,GYO,0,1,Played,L 0-1,2560252,NYI vs GYO (2025-12-13)
193,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,17,NYI vs GYO,false,true,true,false,false,2025-12-13,ikzzf4q4gt20fkz0jx72bjmc,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Gyori ETO,Nyíregyháza Spartacus,NYI,1,0,Played,W 1-0,2560252,NYI vs GYO (2025-12-13)
199,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,17,FTC vs DEB,true,false,false,false,true,2025-12-14,j9pp7avp9i8qxnkn144iy9ec,b7jek1bop3eoughds0xi22tte,225,225,Ferencváros,Debrecen,DEB,0,1,Played,L 0-1,2560254,FTC vs DEB (2025-12-14)
199,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,17,FTC vs DEB,false,true,true,false,false,2025-12-14,j9pp7avp9i8qxnkn144iy9ec,b3o0wckz4w3fusytybpgxftgm,227,227,Debrecen,Ferencváros,FTC,1,0,Played,W 1-0,2560254,FTC vs DEB (2025-12-14)
199,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,17,KIS vs ZTE,false,true,false,true,false,2025-12-14,hhur0o17xjgp8x9o9chkfvo4,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Zalaegerszeg,Kisvárda,KIS,3,3,Played,T 3-3,2560249,KIS vs ZTE (2025-12-14)
199,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,17,KIS vs ZTE,true,false,false,true,false,2025-12-14,hhur0o17xjgp8x9o9chkfvo4,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Kisvárda,Zalaegerszeg,ZTE,3,3,Played,T 3-3,2560249,KIS vs ZTE (2025-12-14)
199,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,17,KAZ vs PAK,false,true,true,false,false,2025-12-14,i8l5y4x4od0s1zvzjwud7wno,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Paks,Kazincbarcika,KAZ,2,0,Played,W 2-0,2560251,KAZ vs PAK (2025-12-14)
199,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,17,KAZ vs PAK,true,false,false,false,true,2025-12-14,i8l5y4x4od0s1zvzjwud7wno,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Kazincbarcika,Paks,PAK,0,2,Played,L 0-2,2560251,KAZ vs PAK (2025-12-14)
205,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,18,DVT vs FTC,false,true,true,false,false,2025-12-19,ko2d5j4dungxm7e5y9cigftg,amfs0dhjwsobm10en9twg0q,2271,2271,Ferencváros,Diosgyor,DVT,1,0,Played,W 1-0,2560258,DVT vs FTC (2025-12-19)
205,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,18,DVT vs FTC,true,false,false,false,true,2025-12-19,ko2d5j4dungxm7e5y9cigftg,b3o0wckz4w3fusytybpgxftgm,227,227,Diosgyor,Ferencváros,FTC,0,1,Played,L 0-1,2560258,DVT vs FTC (2025-12-19)
207,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,18,ZTE vs MTK,false,true,false,true,false,2025-12-20,kbq3lojz8hgxpc0y4szdlo2c,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,MTK,Zalaegerszeg,ZTE,1,1,Played,T 1-1,2560257,ZTE vs MTK (2025-12-20)
207,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,18,ZTE vs MTK,true,false,false,true,false,2025-12-20,kbq3lojz8hgxpc0y4szdlo2c,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Zalaegerszeg,MTK,MTK,1,1,Played,T 1-1,2560257,ZTE vs MTK (2025-12-20)
207,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,18,PAK vs NYI,true,false,true,false,false,2025-12-20,jm1t4vkso0a9adc74x4w2uc4,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Paks,Nyíregyháza Spartacus,NYI,2,1,Played,W 2-1,2560255,PAK vs NYI (2025-12-20)
207,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,18,GYO vs PUS,false,true,false,false,true,2025-12-20,l0gw2ijbr43ovlwikg7sdlhw,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Puskás,Gyori ETO,GYO,0,2,Played,L 0-2,2560259,GYO vs PUS (2025-12-20)
207,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,18,PAK vs NYI,false,true,false,false,true,2025-12-20,jm1t4vkso0a9adc74x4w2uc4,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Nyíregyháza Spartacus,Paks,PAK,1,2,Played,L 1-2,2560255,PAK vs NYI (2025-12-20)
207,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,18,GYO vs PUS,true,false,true,false,false,2025-12-20,l0gw2ijbr43ovlwikg7sdlhw,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Gyori ETO,Puskás,PUS,2,0,Played,W 2-0,2560259,GYO vs PUS (2025-12-20)
213,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,18,UJP vs KAZ,true,false,true,false,false,2025-12-21,jz9iit2fwef1tsueew1awsgk,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Újpest,Kazincbarcika,KAZ,2,1,Played,W 2-1,2560256,UJP vs KAZ (2025-12-21)
213,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,18,DEB vs KIS,true,false,false,false,true,2025-12-21,ld18pknjjj7dbpeblqlv2ql0,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Debrecen,Kisvárda,KIS,0,1,Played,L 0-1,2560260,DEB vs KIS (2025-12-21)
213,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,18,DEB vs KIS,false,true,true,false,false,2025-12-21,ld18pknjjj7dbpeblqlv2ql0,b7jek1bop3eoughds0xi22tte,225,225,Kisvárda,Debrecen,DEB,1,0,Played,W 1-0,2560260,DEB vs KIS (2025-12-21)
213,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,18,UJP vs KAZ,false,true,false,false,true,2025-12-21,jz9iit2fwef1tsueew1awsgk,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Kazincbarcika,Újpest,UJP,1,2,Played,L 1-2,2560256,UJP vs KAZ (2025-12-21)
217,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,19,NYI vs UJP,false,true,false,true,false,2026-01-24,me6cgcuwzbsyp03b5r1jfspg,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Újpest,Nyíregyháza Spartacus,NYI,1,1,Played,T 1-1,2560263,NYI vs UJP (2026-01-24)
217,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,19,KIS vs MTK,false,true,true,false,false,2026-01-24,lpiayd6ehyzmfsq9vzcrsbv8,8raew9whdfuuvsedk0pyiwc5d,9428,9428,MTK,Kisvárda,KIS,3,2,Played,W 3-2,2560261,KIS vs MTK (2026-01-24)
217,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,19,KIS vs MTK,true,false,false,false,true,2026-01-24,lpiayd6ehyzmfsq9vzcrsbv8,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Kisvárda,MTK,MTK,2,3,Played,L 2-3,2560261,KIS vs MTK (2026-01-24)
217,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,19,PUS vs PAK,false,true,true,false,false,2026-01-24,mubjoom8vdx9vsvflpv287is,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Paks,Puskás,PUS,2,1,Played,W 2-1,2560264,PUS vs PAK (2026-01-24)
217,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,19,PUS vs PAK,true,false,false,false,true,2026-01-24,mubjoom8vdx9vsvflpv287is,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Puskás,Paks,PAK,1,2,Played,L 1-2,2560264,PUS vs PAK (2026-01-24)
217,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,19,NYI vs UJP,true,false,false,true,false,2026-01-24,me6cgcuwzbsyp03b5r1jfspg,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Nyíregyháza Spartacus,Újpest,UJP,1,1,Played,T 1-1,2560263,NYI vs UJP (2026-01-24)
223,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,19,FTC vs GYO,true,false,false,false,true,2026-01-25,n6qldep8vmdm26743uyuyexg,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Ferencváros,Gyori ETO,GYO,1,3,Played,L 1-3,2560265,FTC vs GYO (2026-01-25)
223,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,19,DEB vs DVT,true,false,true,false,false,2026-01-25,nj8lxtm845x30udpooz5ngus,amfs0dhjwsobm10en9twg0q,2271,2271,Debrecen,Diosgyor,DVT,3,2,Played,W 3-2,2560266,DEB vs DVT (2026-01-25)
223,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,19,KAZ vs ZTE,false,true,true,false,false,2026-01-25,m1wf66z4mxr8xduncwbedxqs,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Zalaegerszeg,Kazincbarcika,KAZ,1,0,Played,W 1-0,2560262,KAZ vs ZTE (2026-01-25)
223,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,19,DEB vs DVT,false,true,false,false,true,2026-01-25,nj8lxtm845x30udpooz5ngus,b7jek1bop3eoughds0xi22tte,225,225,Diosgyor,Debrecen,DEB,2,3,Played,L 2-3,2560266,DEB vs DVT (2026-01-25)
223,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,19,FTC vs GYO,false,true,true,false,false,2026-01-25,n6qldep8vmdm26743uyuyexg,b3o0wckz4w3fusytybpgxftgm,227,227,Gyori ETO,Ferencváros,FTC,3,1,Played,W 3-1,2560265,FTC vs GYO (2026-01-25)
223,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,19,KAZ vs ZTE,true,false,false,false,true,2026-01-25,m1wf66z4mxr8xduncwbedxqs,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Kazincbarcika,Zalaegerszeg,ZTE,0,1,Played,L 0-1,2560262,KAZ vs ZTE (2026-01-25)
229,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,20,UJP vs PUS,true,false,false,false,true,2026-01-31,pk90xoqs1fqvsvhedg0xxdzo,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Újpest,Puskás,PUS,0,1,Played,L 0-1,2560271,UJP vs PUS (2026-01-31)
229,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,20,GYO vs DEB,false,true,false,true,false,2026-01-31,okff4ltw9hthcwb24vi9os9g,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Debrecen,Gyori ETO,GYO,2,2,Played,T 2-2,2560269,GYO vs DEB (2026-01-31)
229,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,20,MTK vs KAZ,true,false,false,false,true,2026-01-31,o835862exqzyi5ga1l0nm49g,93jgs8iidqpjpynqao1w1yxrv,6542,6542,MTK,Kazincbarcika,KAZ,1,3,Played,L 1-3,2560268,MTK vs KAZ (2026-01-31)
229,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,20,UJP vs PUS,false,true,true,false,false,2026-01-31,pk90xoqs1fqvsvhedg0xxdzo,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Puskás,Újpest,UJP,1,0,Played,W 1-0,2560271,UJP vs PUS (2026-01-31)
229,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,20,GYO vs DEB,true,false,false,true,false,2026-01-31,okff4ltw9hthcwb24vi9os9g,b7jek1bop3eoughds0xi22tte,225,225,Gyori ETO,Debrecen,DEB,2,2,Played,T 2-2,2560269,GYO vs DEB (2026-01-31)
229,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,20,MTK vs KAZ,false,true,true,false,false,2026-01-31,o835862exqzyi5ga1l0nm49g,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Kazincbarcika,MTK,MTK,3,1,Played,W 3-1,2560268,MTK vs KAZ (2026-01-31)
235,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,20,PAK vs FTC,false,true,true,false,false,2026-02-01,p7w121ursn6mo7w6v4j6p1jo,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Ferencváros,Paks,PAK,1,0,Played,W 1-0,2560270,PAK vs FTC (2026-02-01)
235,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,20,ZTE vs NYI,true,false,false,false,true,2026-02-01,nvkx1sd5ixc5lstk591quuxg,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Zalaegerszeg,Nyíregyháza Spartacus,NYI,0,1,Played,L 0-1,2560267,ZTE vs NYI (2026-02-01)
235,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,20,DVT vs KIS,false,true,false,true,false,2026-02-01,pwkum4sokpjayykjoqy4no5w,amfs0dhjwsobm10en9twg0q,2271,2271,Kisvárda,Diosgyor,DVT,1,1,Played,T 1-1,2560272,DVT vs KIS (2026-02-01)
235,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,20,PAK vs FTC,true,false,false,false,true,2026-02-01,p7w121ursn6mo7w6v4j6p1jo,b3o0wckz4w3fusytybpgxftgm,227,227,Paks,Ferencváros,FTC,0,1,Played,L 0-1,2560270,PAK vs FTC (2026-02-01)
235,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,20,DVT vs KIS,true,false,false,true,false,2026-02-01,pwkum4sokpjayykjoqy4no5w,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Diosgyor,Kisvárda,KIS,1,1,Played,T 1-1,2560272,DVT vs KIS (2026-02-01)
235,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,20,ZTE vs NYI,false,true,true,false,false,2026-02-01,nvkx1sd5ixc5lstk591quuxg,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Nyíregyháza Spartacus,Zalaegerszeg,ZTE,1,0,Played,W 1-0,2560267,ZTE vs NYI (2026-02-01)
241,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,21,KIS vs KAZ,true,false,true,false,false,2026-02-06,q900uxspqo2ims4vewcpcg7o,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Kisvárda,Kazincbarcika,KAZ,1,0,Played,W 1-0,2560273,KIS vs KAZ (2026-02-06)
241,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,21,KIS vs KAZ,false,true,false,false,true,2026-02-06,q900uxspqo2ims4vewcpcg7o,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Kazincbarcika,Kisvárda,KIS,0,1,Played,L 0-1,2560273,KIS vs KAZ (2026-02-06)
243,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,21,FTC vs UJP,false,true,false,false,true,2026-02-07,raay9vkmezrdjwruvf8nztas,b3o0wckz4w3fusytybpgxftgm,227,227,Újpest,Ferencváros,FTC,0,3,Played,L 0-3,2560276,FTC vs UJP (2026-02-07)
243,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,21,FTC vs UJP,true,false,true,false,false,2026-02-07,raay9vkmezrdjwruvf8nztas,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Ferencváros,Újpest,UJP,3,0,Played,W 3-0,2560276,FTC vs UJP (2026-02-07)
243,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,21,DEB vs PAK,true,false,true,false,false,2026-02-07,rofzfbc0iursnosq57xc66fo,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Debrecen,Paks,PAK,1,0,Played,W 1-0,2560277,DEB vs PAK (2026-02-07)
243,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,21,DEB vs PAK,false,true,false,false,true,2026-02-07,rofzfbc0iursnosq57xc66fo,b7jek1bop3eoughds0xi22tte,225,225,Paks,Debrecen,DEB,0,1,Played,L 0-1,2560277,DEB vs PAK (2026-02-07)
243,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,21,DVT vs GYO,true,false,false,true,false,2026-02-07,s0nrfs57rmz9q34989ubv09g,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Diosgyor,Gyori ETO,GYO,1,1,Played,T 1-1,2560278,DVT vs GYO (2026-02-07)
